carrier,hub,source_location_id,brand,zone,on_time_to_window,sales_channel,has_a_scope,ease_of_delivery,ease_of_scheduling,delivery_weekday,delivery_month,create_to_deliver,create_to_first_offer,create_to_visible,first_offer_to_delivery,hub_to_first_offer,ship_to_hub,visible_to_ship,create_to_ship,nps_score
SPCG,ALBU,160,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,7,26.75,19.58333333,1.166666667,7.166666667,11.0,4.0,3.416666667,4.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,12,6.333333333,2.583333333,0.875,3.75,1.083333333,0.125,0.5,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,2,8,5.666666667,5.583333333,0.708333333,0.083333333,3.208333333,0.0,1.666666667,2.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,On time,TRS,0,3.0,3.0,3,7,13.58333333,12.58333333,0.666666667,1.0,11.08333333,0.125,0.708333333,1.0,5.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,5,12,10.45833333,3.583333333,0.75,6.875,1.041666667,0.541666667,1.25,2.0,10.0
SSYS,NAVI,81,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,5,3,14.58333333,13.58333333,0.333333333,1.0,1.0,8.166666667,4.083333333,4.0,10.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,3,5,16.5,9.583333333,1.166666667,6.916666667,8.0,0.0,15.125,16.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,5,6,12.5,6.541666667,0.625,5.958333333,1.083333333,0.25,4.583333333,5.0,10.0
DRYN,HOUN,439,SEALY,Zone 2,On time,Sealy.com,0,5.0,5.0,4,3,14.33333333,10.5,7.625,3.833333333,2.0,0.083333333,0.791666667,8.0,10.0
NVCP,BREA,420,SEALY,Zone 2,On time,Other,0,1.5,4.0,3,11,13.45833333,8.583333333,1.75,4.875,1.25,0.041666667,5.541666667,7.0,5.0
SSYS,LEXI,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,3,12,14.625,9.583333333,1.166666667,5.041666667,2.083333333,5.0,1.333333333,2.0,7.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,9,6.416666667,3.541666667,0.708333333,2.875,1.083333333,0.25,1.5,2.0,8.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,3,12,8.583333333,8.583333333,0.708333333,0.0,7.0,0.0,7.583333333,8.0,10.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,9,5.458333333,4.583333333,1.25,0.875,1.083333333,1.041666667,1.208333333,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,6,5.375,3.583333333,0.666666667,1.791666667,2.083333333,0.125,0.708333333,1.0,10.0
SSYS,WINF,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,5,8.625,5.583333333,0.708333333,3.041666667,1.25,0.791666667,2.833333333,3.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,4,12,8.416666667,7.583333333,1.166666667,0.833333333,6.125,0.041666667,0.25,1.0,7.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Costco,0,5.0,5.0,4,6,14.375,6.5,0.5,7.875,4.041666667,0.458333333,1.5,2.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,11,4.333333333,3.583333333,0.791666667,0.75,1.208333333,0.583333333,1.0,1.0,10.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,1,7.583333333,4.541666667,0.625,3.041666667,1.208333333,0.0,2.708333333,3.0,8.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,7,3,10.45833333,6.583333333,0.666666667,3.875,3.875,0.333333333,1.708333333,2.0,10.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,Direct to Consumer,1,5.0,4.0,3,1,12.625,6.583333333,0.708333333,6.041666667,5.0,0.0,11.54166667,12.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,4,9.541666667,4.583333333,0.375,4.958333333,1.166666667,1.083333333,1.958333333,2.0,10.0
PRNL,CHAN,175,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,6,6,17.54166667,17.54166667,1.583333333,0.0,10.5,4.458333333,1.0,2.0,10.0
SPCG,VAWA,185,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,2,12.41666667,3.583333333,1.166666667,8.833333333,0.208333333,1.875,0.333333333,1.0,10.0
PRNL,SANF,190,TEMPUR,Zone 2,Early,TRS,0,5.0,5.0,6,5,7.458333333,4.0,3.333333333,3.458333333,0.375,0.166666667,0.125,3.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,7,1,8.5,6.583333333,1.458333333,1.916666667,2.0,0.0,6.791666667,8.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,6,6,7.458333333,6.583333333,1.166666667,0.875,2.125,0.041666667,3.25,4.0,9.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,11,9.333333333,5.583333333,1.416666667,3.75,4.0,0.0,7.875,9.0,10.0
PRNL,90,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,12,13.625,6.583333333,0.625,7.041666667,2.208333333,1.0,2.75,3.0,10.0
PRNL,SANF,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,2,4.5,3.583333333,0.75,0.916666667,2.0,0.083333333,0.75,1.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,3,2,10.375,7.583333333,5.5,2.791666667,2.0,0.0,4.75,10.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,6,9.666666667,5.541666667,1.333333333,4.125,1.083333333,0.25,2.875,4.0,7.0
NVCP,BREA,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,1,29.58333333,24.58333333,14.5,5.0,2.041666667,5.916666667,2.125,16.0,10.0
SPCG,SLCY,170,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,11,9.458333333,7.583333333,0.708333333,1.875,2.125,3.083333333,1.666666667,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,9,16.54166667,4.583333333,0.708333333,11.95833333,1.166666667,0.833333333,1.875,2.0,10.0
SSYS,HUNV,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,6,16.375,6.583333333,0.791666667,9.791666667,3.208333333,0.416666667,2.166666667,2.0,10.0
SSYS,TOLL,422,SEALY,Zone 1,Early,S&F.com,0,5.0,5.0,7,1,11.41666667,9.541666667,3.75,1.875,1.125,0.0,4.666666667,8.0,10.0
NVCP,RLNJ,447,SEALY,Zone 1,On time,S&F.com,0,5.0,5.0,2,1,22.58333333,11.58333333,9.875,11.0,1.166666667,0.166666667,0.375,10.0,10.0
PRNL,27,81,TEMPUR,Zone 2,On time,TRS,0,5.0,4.5,2,2,17.58333333,15.58333333,4.541666667,2.0,4.125,6.041666667,0.875,5.0,10.0
DRYN,HOUN,439,SEALY,Zone 1,Early,Direct to Consumer,0,5.0,4.5,3,2,19.45833333,12.5,11.25,6.958333333,1.083333333,0.125,0.041666667,11.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,7,9,12.66666667,4.583333333,0.791666667,8.083333333,1.875,0.791666667,1.125,1.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,5.0,4,12,12.70833333,11.58333333,0.708333333,1.125,7.25,0.5,3.125,3.0,10.0
NDLV,SOLO,101,TEMPUR,Zone 2,Late,Direct to Consumer,1,1.5,1.5,3,6,7.541666667,2.625,0.916666667,4.916666667,0.166666667,1.125,0.416666667,1.0,5.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,4.5,5.0,3,8,19.375,18.58333333,11.625,0.791666667,4.041666667,0.875,2.041666667,13.0,10.0
PRNL,DEVR,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,1.0,3.0,6,10,11.66666667,11.58333333,4.541666667,0.083333333,1.083333333,2.833333333,3.125,7.0,9.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,4,3.5,2.5,0.375,1.0,0.958333333,0.083333333,1.083333333,1.0,10.0
PRNL,CHAN,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,2,9.458333333,2.583333333,0.791666667,6.875,1.041666667,0.083333333,0.666666667,1.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,4,11,10.625,4.583333333,1.166666667,6.041666667,3.083333333,0.041666667,0.291666667,1.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.0,3,8,6.625,3.583333333,0.5,3.041666667,1.208333333,0.583333333,1.291666667,1.0,9.0
PRNL,SANF,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,6,2.541666667,2.0,0.416666667,0.541666667,0.416666667,0.958333333,0.208333333,0.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,7,11.375,10.20833333,0.583333333,1.166666667,6.625,1.166666667,1.833333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,12,19.375,13.58333333,5.708333333,5.791666667,1.958333333,0.375,5.541666667,11.0,10.0
PRNL,RIVE,421,SEALY,Zone 1,On time,Big Lots,0,5.0,5.0,7,12,13.54166667,9.583333333,4.833333333,3.958333333,4.166666667,0.125,0.458333333,5.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,9,29.45833333,22.58333333,6.583333333,6.875,14.25,0.458333333,1.291666667,7.0,10.0
PRNL,27,59,TEMPUR,Zone 1,Early,Direct to Consumer,1,5.0,5.0,3,10,7.5,3.583333333,0.5,3.916666667,2.125,0.75,0.208333333,0.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,Early,Direct to Consumer,1,4.0,1.0,7,4,26.54166667,15.54166667,2.625,11.0,1.125,10.20833333,1.583333333,4.0,5.0
PRNL,OVER,101,TEMPUR,Zone 3,Early,Direct to Consumer,0,5.0,4.0,7,5,17.54166667,8.041666667,0.5,9.5,1.458333333,4.708333333,1.375,1.0,7.0
SSYS,LEXI,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,6,8,16.5,14.58333333,0.708333333,1.916666667,5.0,7.041666667,1.833333333,2.0,10.0
NVCP,RLNJ,150,TEMPUR,Zone 1,Early,TRS,0,5.0,2.0,3,8,29.625,23.58333333,14.41666667,6.041666667,0.0,6.958333333,2.208333333,16.0,5.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,3,8,8.625,4.583333333,0.75,4.041666667,1.25,0.458333333,2.125,2.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,4.5,7,12,11.54166667,6.583333333,0.666666667,4.958333333,5.0,0.125,0.791666667,1.0,10.0
SPCG,FKLN,447,SEALY,Zone 1,On time,Alternative Channels,0,4.0,4.0,6,7,10.54166667,9.583333333,2.666666667,0.958333333,1.25,0.25,5.416666667,8.0,9.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,12,12.54166667,3.583333333,0.708333333,8.958333333,1.125,0.0,1.75,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,6,2,12.41666667,6.583333333,1.541666667,5.833333333,3.041666667,0.291666667,1.708333333,3.0,10.0
SPCG,FORW,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,2.0,1,6,40.45833333,30.33333333,0.416666667,10.125,26.79166667,1.208333333,1.916666667,2.0,9.0
NVCP,RLNJ,44,SEALY,Zone 2,On time,Other,1,5.0,5.0,3,7,26.41666667,14.58333333,5.458333333,11.83333333,3.583333333,0.0,5.541666667,11.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,5,12.5,8.0,0.5,4.5,3.583333333,0.75,3.166666667,3.0,6.0
PRNL,28,91,TEMPUR,Zone 1,Early,TRS,0,1.0,1.0,7,7,17.625,7.583333333,0.5,10.04166667,2.25,3.666666667,1.166666667,1.0,0.0
PRNL,RLGH,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,8,8.333333333,7.583333333,0.541666667,0.75,2.208333333,0.875,3.958333333,4.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,2,7.416666667,5.583333333,0.791666667,1.833333333,4.125,0.041666667,0.625,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,Costco,0,5.0,5.0,3,10,7.583333333,3.583333333,0.541666667,4.0,2.166666667,0.083333333,0.791666667,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,TRS,1,5.0,4.5,3,3,15.625,3.583333333,0.75,12.04166667,1.916666667,0.208333333,0.708333333,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,1,1.0,5.0,3,1,6.541666667,2.583333333,0.5,3.958333333,1.083333333,0.166666667,0.833333333,1.0,7.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,4,12,8.666666667,3.583333333,0.666666667,5.083333333,2.166666667,0.0,0.75,1.0,10.0
SSYS,BRHT,403,SEALY,Zone 2,On time,Wayfair,0,5.0,4.5,5,3,18.5,11.58333333,4.666666667,6.916666667,6.208333333,0.083333333,0.625,5.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 2,On time,TRS,1,5.0,4.0,3,3,22.375,10.5,0.75,11.875,3.0,1.166666667,5.583333333,6.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,2.0,4.5,3,10,8.5,3.583333333,0.75,4.916666667,1.291666667,0.291666667,1.25,2.0,9.0
SPCG,SLCY,170,TEMPUR,Zone 3,Early,Direct to Consumer,0,5.0,5.0,4,6,18.58333333,16.58333333,0.625,2.0,12.16666667,1.958333333,1.833333333,2.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,TRS,1,2.5,1.0,6,9,10.33333333,3.583333333,0.666666667,6.75,2.25,0.0,0.666666667,1.0,5.0
NVCP,LKWD,175,TEMPUR,Zone 1,Early,Direct to Consumer,1,1.0,1.0,6,9,22.41666667,20.58333333,5.541666667,1.833333333,12.08333333,1.958333333,1.0,6.0,0.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,TRS,1,4.0,4.0,4,7,11.54166667,10.58333333,4.458333333,0.958333333,5.0,0.208333333,0.916666667,5.0,9.0
PRNL,SANF,190,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,4.0,4,5,12.45833333,10.0,0.833333333,2.458333333,3.333333333,0.083333333,5.75,6.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 2,Early,Direct to Consumer,0,3.0,4.0,3,7,14.5,8.208333333,0.416666667,6.291666667,4.666666667,1.041666667,2.083333333,2.0,6.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,0,5.0,3.0,5,12,28.45833333,10.08333333,3.083333333,18.375,3.583333333,2.458333333,0.958333333,3.5,10.0
PRNL,28,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.0,5,7,17.70833333,15.58333333,7.5,2.125,-0.958333333,7.0,2.041666667,9.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,4,3,6.583333333,6.5,0.708333333,0.083333333,1.083333333,0.583333333,4.125,4.0,8.0
PRNL,27,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,5,12,13.45833333,10.58333333,0.375,2.875,7.0,2.833333333,0.375,0.0,9.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,5,10,7.5,6.541666667,0.833333333,0.958333333,1.041666667,0.291666667,4.375,5.0,10.0
PRNL,VEGA,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,5,22.33333333,19.54166667,6.666666667,2.791666667,7.166666667,3.708333333,2.0,8.0,10.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,Direct to Consumer,1,5.0,5.0,3,9,13.5,6.583333333,0.625,6.916666667,5.0,0.0,5.625,6.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,3,4.541666667,3.583333333,0.791666667,0.958333333,1.208333333,0.541666667,1.041666667,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Late,TRS,0,5.0,2.0,7,3,12.66666667,7.583333333,3.5,5.083333333,3.166666667,0.041666667,0.875,4.0,8.0
PRNL,VEGA,160,TEMPUR,Zone 1,Late,TRS,0,5.0,4.5,5,6,10.45833333,8.541666667,0.75,1.916666667,4.041666667,2.75,1.0,1.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,2,15.5,7.541666667,0.75,7.958333333,0.958333333,4.416666667,1.416666667,2.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,7,5,4.583333333,4.583333333,0.875,0.0,3.0,0.166666667,0.541666667,1.0,10.0
SSYS,BRHT,403,SEALY,Zone 1,Early,Sam's,0,5.0,5.0,7,3,10.45833333,8.583333333,5.666666667,1.875,2.166666667,0.083333333,0.666666667,6.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,Direct to Consumer,1,5.0,5.0,3,9,13.33333333,6.583333333,0.625,6.75,5.083333333,0.166666667,0.708333333,1.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,1,33.58333333,17.54166667,0.75,16.04166667,14.20833333,0.75,1.833333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,Early,TRS,1,5.0,5.0,2,11,21.375,3.583333333,0.583333333,17.79166667,0.875,0.708333333,1.416666667,2.0,10.0
SSYS,COGA,81,TEMPUR,Zone 1,Early,Direct to Consumer,0,3.5,4.0,6,1,8.375,2.583333333,0.5,5.791666667,-3.833333333,4.708333333,1.208333333,1.0,8.0
SSYS,ORLN,421,SEALY,Zone 1,Late,S&F.com,0,5.0,4.0,4,1,16.58333333,11.58333333,9.833333333,5.0,1.083333333,0.083333333,0.583333333,10.0,9.0
SPCG,WAKE,81,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,5,3,17.54166667,14.58333333,5.979166667,2.958333333,3.145833333,2.604166667,2.854166667,8.5,10.0
SPCG,TACO,185,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,3,5,12.5,12.33333333,0.666666667,0.166666667,10.625,0.416666667,0.625,1.0,5.0
NVCP,RLNJ,75,TEMPUR,Zone 1,On time,TRS,1,3.0,4.0,7,2,32.54166667,11.58333333,7.5,20.95833333,1.083333333,1.916666667,1.083333333,8.0,6.0
NVCP,LKWD,472,SEALY,Zone 1,Early,640,0,1.0,2.5,3,9,28.625,17.58333333,10.33333333,11.04166667,2.083333333,0.125,5.041666667,15.0,0.0
NVCP,RLNJ,447,SEALY,Zone 1,On time,S&F.com,0,3.5,2.0,4,7,17.79166667,11.58333333,4.666666667,6.208333333,1.25,0.041666667,5.625,10.0,0.0
SPCG,OMAA,101,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,4.0,4,6,14.54166667,12.58333333,0.333333333,1.958333333,10.16666667,1.041666667,1.041666667,1.0,10.0
SPCG,TELF,59,TEMPUR,Zone 3,On time,Direct to Consumer,0,4.0,4.0,5,1,8.416666667,6.583333333,0.708333333,1.833333333,1.0,3.0,1.875,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,6,10,10.58333333,9.583333333,6.791666667,1.0,2.041666667,0.208333333,0.541666667,7.0,7.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,0,4.0,3.0,3,9,7.666666667,7.583333333,0.791666667,0.083333333,3.875,0.833333333,2.083333333,2.0,9.0
NVCP,LKWD,472,SEALY,Zone 1,On time,Other,0,5.0,5.0,5,3,24.625,11.58333333,2.75,13.04166667,7.958333333,0.291666667,0.583333333,3.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,6,8.666666667,4.0,0.583333333,4.666666667,1.416666667,0.25,1.75,2.0,10.0
NVCP,RLNJ,447,SEALY,Zone 1,Late,S&F.com,1,5.0,5.0,2,7,13.70833333,13.58333333,3.583333333,0.125,5.208333333,0.166666667,4.625,8.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,1,16.33333333,6.583333333,0.583333333,9.75,1.083333333,0.125,4.791666667,5.0,10.0
SSYS,ORLN,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.0,5,4,7.416666667,5.583333333,0.5,1.833333333,0.25,0.666666667,4.166666667,4.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 2,On time,Direct to Consumer,1,2.5,2.0,3,6,29.5,11.58333333,4.583333333,17.91666667,3.0,0.375,3.625,8.0,0.0
PRNL,ROUS,75,TEMPUR,Zone 3,On time,TRS,1,5.0,3.5,3,1,14.29166667,13.58333333,0.291666667,0.708333333,11.25,0.791666667,1.25,1.0,10.0
PRNL,STLO,436,SEALY,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,11,16.33333333,11.58333333,2.541666667,4.75,4.166666667,0.25,4.625,7.0,10.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,12,18.5,9.583333333,0.708333333,8.916666667,2.083333333,5.0,1.791666667,2.0,10.0
SSYS,PLFD,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,8,23.41666667,3.625,0.666666667,19.79166667,1.291666667,0.708333333,0.958333333,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 2,Early,Costco,1,5.0,3.5,6,6,23.29166667,23.29166667,0.5,0.0,20.83333333,0.041666667,1.916666667,2.0,8.0
SPCG,CHEE,447,SEALY,Zone 1,On time,Alternative Channels,0,4.0,4.0,2,3,23.41666667,19.58333333,12.91666667,3.833333333,6.125,0.291666667,0.25,13.0,8.0
DRYN,JKVL,91,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,4,8,12.66666667,9.541666667,2.125,3.125,1.166666667,3.416666667,2.833333333,4.5,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,6,4,9.541666667,5.583333333,1.166666667,3.958333333,4.0,0.0,8.083333333,9.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,TRS,0,4.5,5.0,7,10,26.375,17.58333333,9.625,8.791666667,2.208333333,0.041666667,5.708333333,15.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,TRS,0,5.0,4.0,3,10,7.5,4.583333333,0.791666667,2.916666667,2.041666667,0.291666667,1.458333333,2.0,5.0
NVCP,BREA,150,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,4,2,13.625,9.583333333,2.666666667,4.041666667,1.125,2.541666667,3.25,5.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,4,9.375,6.583333333,1.708333333,2.791666667,1.125,0.916666667,2.833333333,4.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,10,10.41666667,7.583333333,3.5,2.833333333,0.875,1.333333333,1.875,5.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,Other,0,5.0,4.5,6,1,17.625,10.54166667,6.416666667,7.083333333,1.041666667,1.083333333,2.0,8.0,10.0
NVCP,RLNJ,44,SEALY,Zone 1,On time,Other,0,5.0,5.0,6,3,12.58333333,9.583333333,1.5,3.0,1.583333333,3.0,3.5,5.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,3.0,5.0,6,3,4.416666667,3.541666667,1.541666667,0.875,1.0,0.291666667,0.708333333,2.0,5.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,3.0,3.0,3,11,13.70833333,3.583333333,0.416666667,10.125,2.0,0.25,0.916666667,1.0,6.0
DRYN,HOUN,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,5,1,15.33333333,9.5,0.75,5.833333333,2.083333333,0.458333333,6.208333333,6.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 1,Early,TRS,1,3.0,2.0,4,3,24.29166667,18.58333333,10.75,5.708333333,1.125,2.083333333,4.625,15.0,5.0
PRNL,27,59,TEMPUR,Zone 2,Late,Direct to Consumer,0,4.5,4.0,3,9,6.75,6.583333333,0.583333333,0.166666667,4.0,0.625,1.375,1.0,9.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,TRS,0,3.0,4.0,6,12,8.333333333,6.583333333,1.375,1.75,1.166666667,0.5,3.541666667,4.0,8.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,10,3.5,3.5,0.666666667,0.0,1.083333333,0.583333333,1.166666667,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,Other,0,3.0,3.0,5,4,9.583333333,2.583333333,0.666666667,7.0,1.166666667,0.0,0.75,1.0,3.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,3.0,4.0,2,12,7.541666667,3.583333333,0.708333333,3.958333333,2.083333333,0.0,0.791666667,1.0,8.0
DRYN,HILE,91,TEMPUR,Zone 1,Early,Costco,0,5.0,5.0,5,6,6.416666667,5.541666667,0.541666667,0.875,1.083333333,0.291666667,3.625,4.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,TRS,0,4.0,4.5,7,3,11.54166667,8.583333333,2.541666667,2.958333333,5.125,0.166666667,0.75,3.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,Early,TRS,0,5.0,4.5,7,12,15.54166667,12.58333333,0.708333333,2.958333333,9.166666667,0.083333333,2.625,3.0,9.0
NVCP,RLNJ,59,TEMPUR,Zone 2,Early,TRS,1,5.0,5.0,4,4,20.5,8.583333333,0.75,11.91666667,4.208333333,2.583333333,1.041666667,1.0,8.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,8,7.333333333,6.5,0.375,0.833333333,2.041666667,0.666666667,3.416666667,3.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,Late,TRS,1,5.0,3.0,5,2,13.83333333,5.541666667,0.666666667,8.291666667,1.041666667,0.208333333,3.625,4.0,9.0
NDLV,JAFL,91,TEMPUR,Zone 2,Early,TRS,1,5.0,5.0,7,12,25.58333333,18.5,7.583333333,7.083333333,9.041666667,0.791666667,1.083333333,8.0,10.0
